Roe, CFL=0.7
32 0.350 0.011 0.061 - - -
64 0.650 0.010 0.081 -0.903 0.139 -0.414
128 0.350 0.003 0.031 0.898 1.747 1.393
256 0.650 0.003 0.041 -0.896 0.000 -0.404
Rusanov, CFL=0.7
32 0.525 0.021 0.096 - - -
64 0.475 0.010 0.063 0.146 1.082 0.615
128 0.525 0.005 0.049 -0.145 1.006 0.365
256 0.475 0.003 0.032 0.145 0.739 0.616
LLF, CFL=0.7
32 0.525 0.021 0.096 - - -
64 0.475 0.010 0.063 0.146 1.082 0.615
128 0.525 0.005 0.049 -0.145 1.006 0.365
256 0.475 0.003 0.032 0.145 0.739 0.616
EO, CFL=0.7
32 0.350 0.011 0.061 - - -
64 0.650 0.010 0.081 -0.903 0.139 -0.414
128 0.350 0.003 0.031 0.898 1.747 1.393
256 0.650 0.003 0.041 -0.896 0.000 -0.404
BGP, CFL=0.7
32 0.550 0.030 0.109 - - -
64 0.450 0.014 0.067 0.293 1.112 0.710
128 0.550 0.008 0.055 -0.291 0.812 0.286
256 0.450 0.004 0.034 0.290 1.003 0.696
BGP_ch, CFL=0.7
32 0.550 0.020 0.098 - - -
64 1.000 0.020 0.128 -0.872 0.000 -0.390
128 0.261 0.003 0.024 1.949 2.752 2.429
256 1.000 0.005 0.065 -1.943 -0.739 -1.441
