Roe, CFL=0.9
32 0.450 0.014 0.078 - - -
64 0.550 0.008 0.068 -0.293 0.816 0.200
128 0.450 0.003 0.040 0.291 1.423 0.770
256 0.550 0.002 0.034 -0.290 0.587 0.235
Rusanov, CFL=0.9
32 0.675 0.027 0.124 - - -
64 0.325 0.008 0.049 1.066 1.775 1.355
128 0.675 0.007 0.063 -1.060 0.194 -0.365
256 0.325 0.002 0.025 1.057 1.812 1.337
LLF, CFL=0.9
32 0.675 0.027 0.124 - - -
64 0.325 0.008 0.049 1.066 1.775 1.355
128 0.675 0.007 0.063 -1.060 0.194 -0.365
256 0.325 0.002 0.025 1.057 1.812 1.337
EO, CFL=0.9
32 0.450 0.014 0.078 - - -
64 0.550 0.008 0.068 -0.293 0.816 0.200
128 0.450 0.003 0.040 0.291 1.423 0.770
256 0.550 0.002 0.034 -0.290 0.587 0.235
BGP, CFL=0.9
32 0.600 0.030 0.115 - - -
64 0.400 0.012 0.061 0.592 1.337 0.925
128 0.600 0.008 0.058 -0.588 0.588 0.073
256 0.400 0.003 0.031 0.587 1.419 0.906
BGP_ch, CFL=0.9
32 0.600 0.022 0.107 - - -
64 1.000 0.020 0.128 -0.745 0.139 -0.261
128 0.251 0.002 0.022 2.005 3.341 2.555
256 1.000 0.005 0.064 -2.000 -1.326 -1.545
