Roe, CFL=0.3
32 0.150 0.005 0.026 - - -
64 0.850 0.013 0.105 -2.531 -1.394 -2.036
128 0.150 0.001 0.013 2.517 3.721 3.031
256 0.850 0.003 0.053 -2.510 -1.589 -2.033
Rusanov, CFL=0.3
32 0.225 0.009 0.041 - - -
64 0.775 0.013 0.097 -1.804 -0.536 -1.256
128 0.225 0.002 0.021 1.794 2.716 2.220
256 0.775 0.003 0.049 -1.789 -0.587 -1.226
LLF, CFL=0.3
32 0.225 0.009 0.041 - - -
64 0.775 0.013 0.097 -1.804 -0.536 -1.256
128 0.225 0.002 0.021 1.794 2.716 2.220
256 0.775 0.003 0.049 -1.789 -0.587 -1.226
EO, CFL=0.3
32 0.150 0.005 0.026 - - -
64 0.850 0.013 0.105 -2.531 -1.394 -2.036
128 0.150 0.001 0.013 2.517 3.721 3.031
256 0.850 0.003 0.053 -2.510 -1.589 -2.033
BGP, CFL=0.3
32 0.450 0.030 0.100 - - -
64 0.550 0.017 0.081 -0.293 0.829 0.307
128 0.450 0.008 0.050 0.291 1.094 0.700
256 0.550 0.004 0.041 -0.290 1.003 0.287
BGP_ch, CFL=0.3
32 0.450 0.017 0.081 - - -
64 1.000 0.022 0.131 -1.165 -0.376 -0.701
128 0.311 0.003 0.029 1.695 2.891 2.188
256 1.000 0.006 0.066 -1.690 -1.003 -1.190
