Roe, CFL=0.3
32 0.850 0.030 0.150 - - -
64 0.850 0.026 0.149 0.000 0.209 0.010
128 0.850 0.008 0.076 0.000 1.710 0.977
256 0.850 0.007 0.075 0.000 0.193 0.019
Rusanov, CFL=0.3
32 0.775 0.035 0.142 - - -
64 0.775 0.026 0.137 0.000 0.434 0.052
128 0.775 0.009 0.072 0.000 1.539 0.933
256 0.775 0.007 0.069 0.000 0.364 0.062
LLF, CFL=0.3
32 0.775 0.035 0.142 - - -
64 0.775 0.026 0.137 0.000 0.434 0.052
128 0.775 0.009 0.072 0.000 1.539 0.933
256 0.775 0.007 0.069 0.000 0.364 0.062
EO, CFL=0.3
32 0.850 0.030 0.150 - - -
64 0.850 0.026 0.149 0.000 0.209 0.010
128 0.850 0.008 0.076 0.000 1.710 0.977
256 0.850 0.007 0.075 0.000 0.193 0.019
BGP, CFL=0.3
32 0.539 0.063 0.149 - - -
64 0.550 0.034 0.113 -0.029 0.900 0.403
128 0.539 0.016 0.076 0.029 1.094 0.575
256 0.550 0.008 0.057 -0.029 1.003 0.416
BGP_ch, CFL=0.3
32 0.539 0.037 0.126 - - -
64 1.000 0.032 0.147 -0.902 0.212 -0.225
128 0.539 0.008 0.057 0.897 2.011 1.374
256 1.000 0.008 0.074 -0.894 0.000 -0.378
