Roe, CFL=0.5
32 0.750 0.030 0.138 - - -
64 0.750 0.023 0.132 0.000 0.388 0.065
128 0.750 0.008 0.070 0.000 1.532 0.920
256 0.750 0.006 0.066 0.000 0.416 0.085
Rusanov, CFL=0.5
32 0.625 0.038 0.131 - - -
64 0.625 0.023 0.112 0.000 0.733 0.229
128 0.625 0.010 0.066 0.000 1.208 0.767
256 0.625 0.006 0.056 0.000 0.739 0.238
LLF, CFL=0.5
32 0.625 0.038 0.131 - - -
64 0.625 0.023 0.112 0.000 0.733 0.229
128 0.625 0.010 0.066 0.000 1.208 0.767
256 0.625 0.006 0.056 0.000 0.739 0.238
EO, CFL=0.5
32 0.750 0.030 0.138 - - -
64 0.750 0.023 0.132 0.000 0.388 0.065
128 0.750 0.008 0.070 0.000 1.532 0.920
256 0.750 0.006 0.066 0.000 0.416 0.085
BGP, CFL=0.5
32 0.500 0.059 0.141 - - -
64 0.500 0.030 0.101 0.000 0.987 0.487
128 0.500 0.015 0.072 0.000 1.006 0.491
256 0.500 0.008 0.051 0.000 0.909 0.499
BGP_ch, CFL=0.5
32 0.500 0.036 0.122 - - -
64 1.000 0.030 0.142 -1.011 0.266 -0.221
128 0.469 0.007 0.050 1.098 2.111 1.514
256 1.000 0.008 0.072 -1.095 -0.193 -0.528
