Roe, CFL=0.3
32 0.150 0.005 0.026 - - -
64 0.850 0.013 0.105 -2.531 -1.394 -2.036
128 0.150 0.001 0.013 2.517 3.721 3.031
256 0.850 0.003 0.053 -2.510 -1.589 -2.033
Rusanov, CFL=0.3
32 0.225 0.009 0.041 - - -
64 0.775 0.013 0.097 -1.804 -0.536 -1.256
128 0.225 0.002 0.021 1.794 2.716 2.220
256 0.775 0.003 0.049 -1.789 -0.587 -1.226
LLF, CFL=0.3
32 0.225 0.009 0.041 - - -
64 0.775 0.013 0.097 -1.804 -0.536 -1.256
128 0.225 0.002 0.021 1.794 2.716 2.220
256 0.775 0.003 0.049 -1.789 -0.587 -1.226
EO, CFL=0.3
32 0.150 0.005 0.026 - - -
64 0.850 0.013 0.105 -2.531 -1.394 -2.036
128 0.150 0.001 0.013 2.517 3.721 3.031
256 0.850 0.003 0.053 -2.510 -1.589 -2.033
BGP, CFL=0.3
32 0.461 0.030 0.100 - - -
64 0.539 0.017 0.079 -0.228 0.829 0.344
128 0.461 0.008 0.051 0.227 1.094 0.635
256 0.539 0.004 0.040 -0.226 1.003 0.351
BGP_ch, CFL=0.3
32 0.461 0.017 0.083 - - -
64 1.000 0.022 0.130 -1.130 -0.376 -0.655
128 0.300 0.003 0.029 1.747 2.891 2.177
256 1.000 0.006 0.066 -1.742 -1.003 -1.190
